MapMySectionsID,Genetics Tools Type,STPT Data File Path,STPT Thumbnail image,Neuroglancer File Path,CCF Registered Image File Path,Target_Cell_Population,Qualitative Image Assessment,ABC.NN,Astro.TE.NN,CLA.EPd.CTX.Car3.Glut,Endo.NN,L2.3.IT.CTX.Glut,L4.5.IT.CTX.Glut,L5.ET.CTX.Glut,L5.IT.CTX.Glut,L5.NP.CTX.Glut,L6.CT.CTX.Glut,L6.IT.CTX.Glut,L6b.CTX.Glut,Lamp5.Gaba,Lamp5.Lhx6.Gaba,Lymphoid.NN,Microglia.NN,OPC.NN,Oligo.NN,Peri.NN,Pvalb.Gaba,Pvalb.chandelier.Gaba,SMC.NN,Sncg.Gaba,Sst.Chodl.Gaba,Sst.Gaba,VLMC.NN,Vip.Gaba
MMS.training.174,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1286991843/ome_zarr_conversion/1286991843.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/691086_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/691086_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1286991843/1286991843.quantification.zip,Sncg,"strong, dense, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.175,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1177650400/ome-zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/622122_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/622122_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1177650400/1177650400.quantification.zip,Sncg,"strong, dense, GABAergic; weak, dense, GABAergic; weak, sparse, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,14,0,0,1,0,3,0,0
MMS.training.176,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1209108172/ome_zarr_conversion/1209108172.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/638242_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/638242_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1209108172/1209108172.quantification.zip,Astro,"strong, dense, Astro",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.177,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1161876422/ome_zarr_conversion/1161876422.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/610514_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/610514_STPT.json,,,"strong, sparse, Neuron",0,0,14,0,0,1,2,4,0,1,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.178,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/874586674/ome_zarr_conversion/874586674.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/415220_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/415220_STPT.json,,,"strong, dense, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.179,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1186814064/ome_zarr_conversion/1186814064.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/623005_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/623005_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1186814064/1186814064.quantification.zip,L2-3_IT,"strong, dense, L23_Glutamatergic; strong, sparse, L6_Glutamatergic; weak, sparse, L5_Glutamatergic; weak, sparse, L6_Glutamatergic",0,0,0,0,20,10,0,2,0,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.180,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1179644244/ome_zarr_conversion/1179644244.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/622135_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/622135_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1179644244/1179644244.quantification.zip,Astro,"strong, dense, Astro",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.181,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1123199581/ome_zarr_conversion/1123199581.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/580937_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/580937_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1123199581/1123199581.quantification.zip,Sst_Chodl,"strong, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.182,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1285630098/ome_zarr_conversion/1285630098.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/689281_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/689281_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1285630098/1285630098.quantification.zip,L5_ET,"strong, dense, L23_Glutamatergic",0,3,0,0,15,7,6,1,1,0,2,0,2,0,0,0,0,0,0,5,0,0,0,0,3,0,0
MMS.training.183,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1100294810/ome_zarr_conversion/1100294810.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/571309_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/571309_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1100294810/1100294810.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic; weak, sparse, L5_Glutamatergic; weak, sparse, Neuron",0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.184,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1240573486/ome_zarr_conversion/1240573486.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/660206_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/660206_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1240573486/1240573486.quantification.zip,L5-6_NP,"strong, dense, Neuron; strong, sparse, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.185,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1274881802/ome_zarr_conversion/1274881802.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/673430_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/673430_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1274881802/1274881802.quantification.zip,L5_ET,"weak, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.186,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1304483902/ome_zarr_conversion/1304483902.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/701090_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/701090_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1304483902/1304483902.quantification.zip,Sst_Chodl,"weak, sparse, GABAergic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,86,0,0
MMS.training.187,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/974251049/ome_zarr_conversion/974251049.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/500021_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/500021_STPT.json,,,"strong, dense, Endo_Peri; strong, dense, Neuron",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.188,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1158652203/ome_zarr_conversion/1158652203.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/613554_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/613554_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1158652203/1158652203.quantification.zip,Astro,"strong, sparse, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.189,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1269737003/ome_zarr_conversion/1269737003.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/676099_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/676099_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1269737003/1269737003.quantification.zip,Sncg,"strong, dense, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.190,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1242658812/ome_zarr_conversion/1242658812.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/660971_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/660971_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1242658812/1242658812.quantification.zip,Vip,"strong, dense, GABAergic; strong, dense, L6b_Glutamatergic; strong, sparse, GABAergic; weak, sparse, GABAergic",0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,97
MMS.training.191,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1364468868/ome_zarr_conversion/1364468868.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/727841_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/727841_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1364468868/1364468868.quantification.zip,Lamp5_Lhx6,"[not assessed], sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.192,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1305794031/ome-zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/702270_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/702270_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1305794031/1305794031.quantification.zip,L5_ET,"strong, dense, L23_Glutamatergic; strong, dense, L5_Glutamatergic; strong, dense, L6b_Glutamatergic; weak, dense, Neuron; weak, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.193,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1175239516/ome_zarr_conversion/1175239516.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/622670_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/622670_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1175239516/1175239516.quantification.zip,L5-6_NP,"weak, sparse, L5_Glutamatergic",0,0,0,2,0,5,3,0,18,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
MMS.training.194,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1270928142/ome_zarr_conversion/1270928142.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/669028_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/669028_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1270928142/1270928142.quantification.zip,L4_IT,"weak, sparse, L4_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.195,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1202423792/ome_zarr_conversion/1202423792.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/611143_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/611143_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1202423792/1202423792.quantification.zip,,"weak, sparse, Neuron",0,0,0,0,0,2,0,0,0,0,0,0,35,0,0,0,0,0,0,28,1,0,0,0,32,0,32
MMS.training.196,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1192742694/ome_zarr_conversion/1192742694.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/634482_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/634482_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1192742694/1192742694.quantification.zip,Astro,"strong, dense, Astro; weak, dense, Astro",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MMS.training.197,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1269231520/ome_zarr_conversion/1269231520.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/674258_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/674258_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1269231520/1269231520.quantification.zip,L2-3_IT,"weak, dense, L23_Glutamatergic",0,1,0,0,0,4,3,0,1,1,0,0,8,0,0,0,0,0,0,7,0,0,8,0,11,0,3
MMS.training.198,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1170385218/ome_zarr_conversion/1170385218.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/580934_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/580934_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1170385218/1170385218.quantification.zip,Vip,"weak, sparse, GABAergic",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,74
MMS.training.199,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1005230289/ome_zarr_conversion/1005230289.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/492019_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/492019_STPT.json,,,"strong, dense, L23_Glutamatergic; strong, dense, L5_Glutamatergic; strong, dense, L6_Glutamatergic; strong, dense, Neuron; strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.200,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1167592286/ome_zarr_conversion/1167592286.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/617193_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/617193_STPT.json,,,"strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.201,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1208639314/ome_zarr_conversion/1208639314.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/634959_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/634959_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1208639314/1208639314.quantification.zip,Oligo,"strong, dense, Oligo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
MMS.training.202,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/958946191/ome_zarr_conversion/958946191.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/477454_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/477454_STPT.json,,,"strong, dense, Neuron; strong, sparse, L6_Glutamatergic; strong, sparse, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.203,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1253762076/ome_zarr_conversion/1253762076.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/664274_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/664274_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1253762076/1253762076.quantification.zip,Sst,"strong, sparse, GABAergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.204,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1212209719/ome_zarr_conversion/1212209719.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/638219_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/638219_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1212209719/1212209719.quantification.zip,Sst,"strong, dense, GABAergic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0
MMS.training.205,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1274787771/ome_zarr_conversion/1274787771.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/673429_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/673429_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1274787771/1274787771.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.206,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1346221069/ome_zarr_conversion/1346221069.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/724986_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/724986_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1346221069/1346221069.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.207,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1288840843/ome_zarr_conversion/1288840843.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/691377_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/691377_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1288840843/1288840843.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic; weak, dense, L23_Glutamatergic",0,0,0,0,0,0,43,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MMS.training.208,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1269114167/ome_zarr_conversion/1269114167.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/676101_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/676101_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1269114167/1269114167.quantification.zip,Vip,"strong, dense, GABAergic; strong, sparse, GABAergic; weak, sparse, GABAergic",0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,97
MMS.training.209,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1171614774/ome_zarr_conversion/1171614774.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/620453_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/620453_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1171614774/1171614774.quantification.zip,L6_IT_Car3,"weak, dense, L6_Glutamatergic",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.210,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1194623857/ome_zarr_conversion/1194623857.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/632621_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/632621_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1194623857/1194623857.quantification.zip,L4_IT,"strong, dense, L4_Glutamatergic; strong, sparse, L23_Glutamatergic; weak, dense, L4_Glutamatergic",0,1,0,0,1,90,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.211,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1291841276/ome_zarr_conversion/1291841276.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/692638_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/692638_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1291841276/1291841276.quantification.zip,L6_IT_Car3,"strong, dense, L23_Glutamatergic; strong, dense, L6_Glutamatergic",0,1,11,0,2,1,0,8,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.212,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1166249797/ome_zarr_conversion/1166249797.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/616883_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/616883_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1166249797/1166249797.quantification.zip,Oligo,"weak, dense, Oligo",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.213,Mouse transgenic line,s3://allen-genetic-tools/tissuecyte/1135361428/ome_zarr_conversion/1135361428.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/589262_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/589262_STPT.json,,,"strong, dense, Neuron",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.214,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1125851952/ome_zarr_conversion/1125851952.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/574634_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/574634_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1125851952/1125851952.quantification.zip,Pvalb_ChC,"strong, dense, GABAergic; strong, sparse, GABAergic",0,1,0,0,0,0,1,0,0,1,0,0,3,3,0,0,0,0,0,94,21,0,0,1,4,0,0
MMS.training.215,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1221054776/ome_zarr_conversion/1221054776.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/648468_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/648468_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1221054776/1221054776.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMS.training.216,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1290180106/ome_zarr_conversion/1290180106.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/691384_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/691384_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1290180106/1290180106.quantification.zip,L5_ET,"strong, dense, L5_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS.training.217,Enhancer AAV,s3://allen-genetic-tools/tissuecyte/1217171761/ome_zarr_conversion/1217171761.zarr/,https://s3.us-west-2.amazonaws.com/allen-genetic-tools/bio_file_finder/Thumbnails/STPT/646707_STPT_Thumbnail.png,https://neuroglancer-demo.appspot.com/#!s3://allen-genetic-tools/bio_file_finder/STPT/646707_STPT.json,https://s3.us-west-2.amazonaws.com/map-my-sections-802451596237-us-west-2/stpt-image-data/1217171761/1217171761.quantification.zip,L4_IT,"weak, sparse, L23_Glutamatergic; weak, sparse, L4_Glutamatergic",,,,,,,,,,,,,,,,,,,,,,,,,,,
